campaign_id,campaign_name,campaign_type,objective,platform,target_segment,target_region,start_date,end_date,duration_days,budget_usd,spent_usd,impressions,clicks,ctr_pct,leads_generated,conversions
CAMP-00159,Inverse optimal challenge,Influencer,Brand Awareness,Google Ads,Enterprise,West,2025-08-20,2025-11-08,80,36449.59,37469.18,785948,47229,6.0092,401,126
CAMP-00160,Exclusive eco-centric challenge,Trade Show,Brand Awareness,LinkedIn,Mid-Market,North,2025-08-25,2025-09-20,26,32176.86,31708.01,328908,12558,3.8181,226,58
CAMP-00161,Exclusive exuding function,Webinar,Product Launch,LinkedIn,SMB,North,2024-11-05,2025-01-11,67,34713.9,35205.2,74289,14878,20.0272,400,113
CAMP-00162,Re-contextualized responsive Local Area Network,Webinar,Upsell,Twitter,Enterprise,Central,2023-11-09,2023-11-20,11,23742.35,15333.26,27652,3085,11.1565,25,17
CAMP-00163,Multi-tiered zero tolerance Internet solution,Email,Customer Retention,Marketo,SMB,West,2025-03-27,2025-04-23,27,41573.36,29099.34,60231,8271,13.7321,19,3
CAMP-00164,Progressive leadingedge solution,Webinar,Customer Retention,HubSpot,Mid-Market,South,2023-11-21,2024-02-07,78,34049.66,31191.53,1354173,32408,2.3932,93,90
CAMP-00165,Synergized transitional help-desk,Social Media,Brand Awareness,Marketo,SMB,East,2024-07-16,2024-09-22,68,10415.05,8553.97,174488,14301,8.196,134,33
CAMP-00166,Optimized maximized instruction set,Direct Mail,Brand Awareness,Google Ads,SMB,North,2025-01-01,2025-03-30,88,5753.46,5199.48,367586,44032,11.9787,129,39
CAMP-00167,Persistent 4thgeneration open architecture,Direct Mail,Lead Generation,Twitter,Enterprise,South,2026-06-25,2026-08-22,58,3329.42,2302.36,217040,22220,10.2377,454,316
CAMP-00168,Visionary intangible array,Email,Brand Awareness,LinkedIn,Mid-Market,North,2023-09-05,2023-10-13,38,3800.12,3510.84,623256,44905,7.2049,272,28
CAMP-00169,Seamless exuding toolset,Direct Mail,Lead Generation,Google Ads,Mid-Market,West,2025-11-12,2025-12-18,36,42910.21,46123.71,28435,21330,75.0132,395,62
CAMP-00170,Profound holistic capacity,Paid Search,Product Launch,LinkedIn,Mid-Market,North,2024-04-29,2024-06-26,58,33224.37,28385.54,1424808,47292,3.3192,146,102
CAMP-00171,Re-contextualized explicit application,Paid Search,Lead Generation,Twitter,SMB,North,2025-06-17,2025-08-23,67,2729.13,2071.98,182262,41139,22.5714,291,37
CAMP-00172,Object-based clear-thinking initiative,Direct Mail,Lead Generation,HubSpot,SMB,South,2025-11-12,2025-11-28,16,4335.91,4263.13,92555,17900,19.3399,344,175
CAMP-00173,Persistent well-modulated model,Influencer,Lead Generation,Salesforce,Enterprise,East,2025-08-10,2025-10-31,82,49245.91,44098.1,74757,12215,16.3396,230,140
CAMP-00174,Business-focused attitude-oriented approach,Social Media,Lead Generation,Google Ads,Mid-Market,East,2024-12-23,2025-01-31,39,8852.0,9632.72,244354,42831,17.5283,341,7
CAMP-00175,Streamlined bi-directional groupware,Webinar,Product Launch,LinkedIn,SMB,Central,2024-05-29,2024-06-30,32,28792.89,28100.39,1392378,34963,2.511,220,158
CAMP-00176,Implemented non-volatile matrices,Social Media,Brand Awareness,Twitter,SMB,South,2025-05-19,2025-07-25,67,11173.16,7625.53,207315,5336,2.5739,251,228
CAMP-00177,Centralized bottom-line support,Webinar,Customer Retention,Google Ads,SMB,West,2025-09-02,2025-09-12,10,23288.92,17922.21,1173550,31239,2.6619,295,271
CAMP-00178,Profound user-facing structure,Direct Mail,Product Launch,Facebook,Mid-Market,West,2025-05-09,2025-08-04,87,34404.42,36126.52,55729,7655,13.7361,357,354
CAMP-00179,Expanded multi-state circuit,Social Media,Lead Generation,Google Ads,Enterprise,Central,2023-10-05,2023-10-15,10,47713.74,44662.77,44693,12007,26.8655,402,296
CAMP-00180,Proactive client-driven definition,Direct Mail,Product Launch,Salesforce,Mid-Market,South,2025-04-14,2025-04-29,15,17922.66,10964.36,313139,17944,5.7304,178,124
CAMP-00181,Sharable coherent framework,Direct Mail,Product Launch,Twitter,Mid-Market,North,2026-04-14,2026-04-21,7,35692.84,21436.95,305773,20165,6.5948,215,143
CAMP-00182,Up-sized 24hour workforce,Webinar,Lead Generation,Facebook,Mid-Market,East,2025-06-25,2025-09-13,80,22667.39,18702.17,195512,13292,6.7986,158,22
CAMP-00183,Team-oriented dedicated budgetary management,Webinar,Customer Retention,HubSpot,Mid-Market,Central,2025-01-20,2025-01-29,9,20631.95,16020.74,99443,2566,2.5804,357,112
CAMP-00184,Distributed real-time capability,Trade Show,Product Launch,Google Ads,Mid-Market,West,2023-10-20,2023-11-19,30,48162.86,39526.76,330753,42703,12.9108,56,56
CAMP-00185,Fully-configurable demand-driven benchmark,Trade Show,Brand Awareness,Twitter,Mid-Market,West,2025-02-27,2025-03-12,13,34888.71,31287.58,65361,23022,35.2228,368,4
CAMP-00186,Profit-focused leadingedge infrastructure,Influencer,Upsell,Salesforce,Mid-Market,Central,2025-01-07,2025-03-09,61,15335.63,16772.95,1208021,34474,2.8538,436,160
CAMP-00187,Decentralized exuding initiative,Direct Mail,Brand Awareness,Facebook,SMB,North,2023-10-07,2023-12-03,57,17759.71,13157.22,174928,21753,12.4354,336,222
CAMP-00188,Enterprise-wide disintermediate moratorium,Influencer,Upsell,Google Ads,SMB,North,2025-01-18,2025-02-03,16,39689.5,29873.34,552587,39649,7.1752,62,25
CAMP-00189,Seamless systemic intranet,Influencer,Upsell,Google Ads,Enterprise,West,2024-05-18,2024-06-29,42,29126.81,21627.95,86308,17388,20.1465,294,138
CAMP-00190,Seamless bottom-line Internet solution,Direct Mail,Upsell,HubSpot,Mid-Market,East,2026-03-05,2026-03-18,13,29869.39,25396.51,573499,14421,2.5146,65,61
CAMP-00191,Ameliorated contextually-based circuit,Social Media,Lead Generation,Salesforce,Mid-Market,East,2024-01-15,2024-02-22,38,8305.82,9000.76,53862,8559,15.8906,457,389
CAMP-00192,Switchable disintermediate concept,Webinar,Customer Retention,Facebook,Mid-Market,Central,2026-01-20,2026-03-29,68,16677.76,17505.29,1686348,41407,2.4554,265,178
CAMP-00193,Total needs-based customer loyalty,Influencer,Customer Retention,Twitter,Enterprise,West,2025-02-18,2025-03-13,23,43027.6,28520.0,472190,18328,3.8815,125,1
CAMP-00194,Implemented explicit secured line,Influencer,Lead Generation,Google Ads,SMB,South,2025-01-10,2025-04-05,85,11560.58,7252.0,59161,23415,39.5784,14,2
CAMP-00195,Reverse-engineered modular hub,Direct Mail,Product Launch,LinkedIn,SMB,South,2023-11-25,2024-01-13,49,42994.35,44377.03,696774,38264,5.4916,270,200
CAMP-00196,Object-based human-resource standardization,Social Media,Customer Retention,Marketo,Mid-Market,South,2025-08-08,2025-08-25,17,46173.54,41775.14,336562,23725,7.0492,483,35
CAMP-00197,Persistent intangible interface,Social Media,Brand Awareness,Salesforce,Mid-Market,West,2025-12-30,2026-02-24,56,11453.72,7287.31,22688,3249,14.3203,478,277
CAMP-00198,Horizontal logistical capability,Direct Mail,Lead Generation,LinkedIn,Mid-Market,West,2024-01-17,2024-02-10,24,2157.53,1562.76,126480,17475,13.8164,158,117
CAMP-00199,Advanced optimal framework,Influencer,Lead Generation,LinkedIn,SMB,North,2025-04-16,2025-06-19,64,35853.18,28963.73,1176257,43224,3.6747,379,354
CAMP-00200,Streamlined stable process improvement,Direct Mail,Product Launch,Twitter,Mid-Market,East,2023-09-14,2023-10-09,25,28669.5,21223.74,57139,10126,17.7217,385,298
CAMP-00201,Multi-channeled client-driven Local Area Network,Trade Show,Customer Retention,LinkedIn,Enterprise,West,2024-12-06,2025-02-10,66,13543.05,14853.66,18897,3930,20.797,154,53
CAMP-00202,Persevering even-keeled access,Social Media,Brand Awareness,Google Ads,SMB,West,2026-03-31,2026-06-17,78,30670.35,22701.13,383817,49357,12.8595,200,86
CAMP-00203,Multi-channeled motivating middleware,Social Media,Lead Generation,Google Ads,Enterprise,West,2026-07-18,2026-10-12,86,39763.79,24043.56,150689,37692,25.0131,8,2
CAMP-00204,Triple-buffered multi-tasking info-mediaries,Influencer,Lead Generation,Twitter,Mid-Market,West,2024-03-25,2024-04-26,32,13055.13,10890.89,411074,28134,6.844,34,7
CAMP-00205,Enhanced solution-oriented collaboration,Paid Search,Customer Retention,Google Ads,Enterprise,East,2025-02-19,2025-04-28,68,30678.79,23735.77,140141,49146,35.069,416,161
CAMP-00206,Up-sized non-volatile Graphical User Interface,Social Media,Customer Retention,Marketo,Enterprise,East,2024-08-27,2024-09-25,29,45556.64,44069.58,18895,11282,59.7089,284,132
CAMP-00207,Devolved even-keeled toolset,Webinar,Brand Awareness,Google Ads,SMB,West,2024-12-23,2025-01-15,23,27239.1,22587.38,72508,48688,67.1485,484,409
CAMP-00208,Innovative hybrid architecture,Direct Mail,Lead Generation,Salesforce,Mid-Market,South,2025-11-20,2026-01-03,44,3079.9,2422.8,512243,27204,5.3108,224,208
CAMP-00209,Stand-alone mission-critical implementation,Webinar,Customer Retention,Marketo,SMB,West,2026-05-07,2026-06-24,48,41329.59,33351.33,25204,12085,47.9487,318,307
CAMP-00210,Robust stable contingency,Influencer,Lead Generation,Google Ads,Enterprise,North,2026-06-26,2026-09-09,75,43683.66,35836.03,142410,9821,6.8963,403,346
CAMP-00211,Profit-focused zero-defect protocol,Direct Mail,Customer Retention,HubSpot,SMB,West,2025-04-29,2025-07-21,83,2485.11,2678.68,321367,25934,8.0699,400,352
CAMP-00212,De-engineered tangible Graphic Interface,Social Media,Lead Generation,LinkedIn,Enterprise,East,2025-03-05,2025-04-12,38,24530.66,22411.22,18171,5100,28.0667,231,146
CAMP-00213,Reduced grid-enabled paradigm,Influencer,Upsell,LinkedIn,SMB,East,2025-05-13,2025-07-26,74,23165.54,19847.22,917477,45212,4.9279,120,89
CAMP-00214,Open-architected asymmetric analyzer,Social Media,Customer Retention,LinkedIn,SMB,Central,2025-06-14,2025-08-18,65,42825.36,44173.37,668665,41340,6.1825,248,74
CAMP-00215,Upgradable cohesive emulation,Social Media,Brand Awareness,Google Ads,Mid-Market,South,2023-09-09,2023-12-04,86,12965.05,10080.06,34013,7269,21.3712,306,162
CAMP-00216,Customer-focused modular service-desk,Email,Product Launch,Google Ads,Mid-Market,North,2023-11-21,2023-12-30,39,12863.78,11304.41,56895,19057,33.495,93,20
CAMP-00217,Virtual discrete throughput,Trade Show,Brand Awareness,Google Ads,Mid-Market,North,2025-01-10,2025-02-19,40,29759.58,27468.82,230095,48599,21.1213,435,98
CAMP-00218,Upgradable disintermediate benchmark,Trade Show,Upsell,Facebook,Enterprise,North,2026-01-09,2026-02-23,45,22419.52,23594.79,1100642,34084,3.0967,9,4
CAMP-00219,Enhanced upward-trending info-mediaries,Paid Search,Lead Generation,HubSpot,Mid-Market,West,2026-04-19,2026-06-24,66,1530.07,1045.2,742438,24841,3.3459,440,191
CAMP-00220,Operative asymmetric approach,Social Media,Upsell,Marketo,Mid-Market,South,2025-11-12,2026-01-15,64,25093.34,22884.05,480423,41693,8.6784,462,93
CAMP-00221,Customizable 5thgeneration synergy,Trade Show,Brand Awareness,LinkedIn,Mid-Market,East,2025-06-08,2025-07-14,36,13766.37,11373.43,105302,11273,10.7054,254,121
CAMP-00222,Virtual holistic portal,Social Media,Upsell,Facebook,Enterprise,East,2023-10-26,2023-12-23,58,17789.84,11418.54,373621,42968,11.5004,414,309
CAMP-00223,Assimilated context-sensitive Graphic Interface,Paid Search,Upsell,Twitter,Enterprise,South,2025-06-29,2025-08-16,48,46241.0,49825.84,176627,10037,5.6826,393,210
CAMP-00224,Organized homogeneous challenge,Influencer,Brand Awareness,LinkedIn,Mid-Market,South,2023-12-03,2024-01-10,38,23431.98,22497.06,737229,40891,5.5466,78,52
CAMP-00225,Re-engineered next generation customer loyalty,Social Media,Brand Awareness,Marketo,Enterprise,West,2026-07-25,2026-08-10,16,17093.61,12471.57,138037,36225,26.243,263,13
CAMP-00226,Pre-emptive leadingedge service-desk,Email,Lead Generation,Google Ads,Enterprise,East,2024-03-09,2024-06-07,90,27146.33,27843.08,179471,14809,8.2515,22,8
CAMP-00227,Exclusive user-facing complexity,Trade Show,Brand Awareness,Salesforce,Mid-Market,Central,2024-06-16,2024-07-15,29,39214.49,30824.81,202773,7482,3.6898,151,130
CAMP-00228,Progressive content-based array,Paid Search,Customer Retention,HubSpot,SMB,East,2024-11-25,2025-01-24,60,27021.38,29607.78,316609,38297,12.096,152,2
CAMP-00229,Self-enabling static attitude,Trade Show,Product Launch,Twitter,SMB,Central,2025-05-06,2025-07-01,56,15810.54,11902.13,324398,25545,7.8746,68,0
CAMP-00230,Devolved 24hour hierarchy,Influencer,Lead Generation,HubSpot,Mid-Market,West,2024-03-17,2024-05-24,68,12605.32,9540.2,344455,18566,5.39,167,99
CAMP-00231,Re-contextualized needs-based archive,Email,Brand Awareness,Google Ads,Enterprise,North,2025-12-02,2026-01-05,34,15161.62,10463.74,122552,28681,23.4031,312,72
CAMP-00232,Synergized upward-trending superstructure,Trade Show,Upsell,Salesforce,SMB,East,2024-08-15,2024-08-30,15,2750.87,1874.85,134786,7490,5.557,129,55
CAMP-00233,Proactive content-based database,Trade Show,Upsell,LinkedIn,SMB,West,2025-07-11,2025-07-29,18,23817.44,21614.3,621379,39032,6.2815,78,52
CAMP-00234,Phased motivating help-desk,Email,Brand Awareness,Marketo,Enterprise,East,2025-04-23,2025-07-04,72,35066.29,22984.09,458138,28410,6.2012,281,10
CAMP-00235,Realigned client-driven website,Influencer,Lead Generation,LinkedIn,Mid-Market,East,2024-09-01,2024-09-08,7,17717.86,12373.34,233460,35749,15.3127,82,69
CAMP-00236,Optimized responsive implementation,Paid Search,Upsell,Marketo,Enterprise,South,2023-10-20,2023-12-07,48,40575.85,29826.35,40140,36133,90.0174,453,271
CAMP-00237,Re-contextualized attitude-oriented capacity,Direct Mail,Product Launch,Google Ads,Mid-Market,South,2026-03-22,2026-06-15,85,8960.35,8863.37,589583,29663,5.0312,392,313
CAMP-00238,Innovative bandwidth-monitored capability,Direct Mail,Brand Awareness,Google Ads,Mid-Market,South,2025-12-11,2026-01-18,38,42960.83,29585.2,841139,32972,3.9199,284,105
CAMP-00239,Business-focused radical moratorium,Webinar,Product Launch,LinkedIn,Enterprise,South,2025-02-04,2025-02-21,17,25530.08,23423.85,420519,49254,11.7127,452,323
CAMP-00240,Face-to-face explicit extranet,Social Media,Brand Awareness,Marketo,SMB,West,2024-08-04,2024-10-20,77,15582.79,15403.37,372544,43604,11.7044,0,0
CAMP-00241,Multi-channeled asymmetric complexity,Trade Show,Lead Generation,HubSpot,Mid-Market,North,2024-10-08,2024-10-27,19,33814.83,34645.81,398835,12344,3.095,374,114
CAMP-00242,Compatible national orchestration,Direct Mail,Customer Retention,Salesforce,SMB,West,2026-07-03,2026-07-12,9,20600.0,21585.23,85410,2947,3.4504,252,98
CAMP-00243,Programmable reciprocal middleware,Trade Show,Brand Awareness,Twitter,SMB,South,2024-04-28,2024-05-05,7,31922.8,34066.93,56911,17558,30.8517,267,51
CAMP-00244,Secured analyzing moratorium,Direct Mail,Brand Awareness,HubSpot,SMB,North,2024-07-14,2024-09-11,59,6280.55,6651.8,1157277,38990,3.3691,355,56
CAMP-00245,Customizable optimal leverage,Webinar,Customer Retention,Marketo,Mid-Market,Central,2025-09-09,2025-10-30,51,33206.69,22882.65,457836,48064,10.4981,345,8
CAMP-00246,Fundamental solution-oriented algorithm,Social Media,Customer Retention,HubSpot,SMB,Central,2026-05-29,2026-07-24,56,38304.11,34696.54,126664,9167,7.2373,181,147
CAMP-00247,Operative empowering customer loyalty,Direct Mail,Lead Generation,Salesforce,Mid-Market,North,2023-09-12,2023-11-30,79,44609.9,30390.66,1361672,44085,3.2376,166,57
CAMP-00248,Virtual analyzing challenge,Webinar,Upsell,Facebook,Enterprise,South,2024-08-08,2024-09-01,24,29176.91,26373.44,225462,9453,4.1927,227,68
CAMP-00249,Upgradable full-range system engine,Direct Mail,Product Launch,Facebook,SMB,North,2024-03-18,2024-06-06,80,31127.43,26216.01,682924,39112,5.7271,287,1
CAMP-00250,Centralized disintermediate methodology,Influencer,Customer Retention,LinkedIn,Mid-Market,South,2025-08-03,2025-10-28,86,42605.11,31617.82,541336,12783,2.3614,141,19
CAMP-00251,Re-contextualized reciprocal standardization,Webinar,Customer Retention,Salesforce,SMB,Central,2023-10-26,2023-12-03,38,14804.28,12275.23,250240,26227,10.4807,483,322
CAMP-00252,Automated grid-enabled archive,Email,Customer Retention,Google Ads,Enterprise,East,2026-02-07,2026-02-17,10,13628.44,10330.61,869366,42043,4.8361,405,309
CAMP-00253,Right-sized user-facing pricing structure,Email,Upsell,Google Ads,Mid-Market,Central,2026-06-13,2026-07-10,27,20224.34,21854.21,164692,36333,22.0612,20,12
CAMP-00254,Reactive mission-critical capacity,Social Media,Lead Generation,Facebook,Mid-Market,North,2026-05-21,2026-06-29,39,18249.18,11901.88,1200525,35464,2.954,113,0
CAMP-00255,Balanced bi-directional alliance,Paid Search,Product Launch,Salesforce,Enterprise,East,2024-05-30,2024-08-14,76,27777.73,25261.82,338931,48826,14.4059,377,242
CAMP-00256,Face-to-face solution-oriented hardware,Direct Mail,Product Launch,Salesforce,SMB,South,2025-02-01,2025-02-27,26,46309.99,38138.09,59257,14049,23.7086,189,3
CAMP-00257,Innovative zero tolerance emulation,Paid Search,Lead Generation,HubSpot,Mid-Market,Central,2024-11-22,2024-12-12,20,29812.61,30847.69,13926,1232,8.8468,305,182
CAMP-00258,Centralized 4thgeneration time-frame,Influencer,Product Launch,Marketo,Enterprise,East,2023-08-31,2023-10-01,31,41360.67,45057.24,169188,37421,22.118,340,150
CAMP-00259,Exclusive national portal,Paid Search,Lead Generation,LinkedIn,Enterprise,North,2025-12-11,2026-02-23,74,23869.15,19267.72,489958,41454,8.4607,329,17
CAMP-00260,Synergized systemic support,Webinar,Upsell,Twitter,Mid-Market,West,2026-03-07,2026-04-20,44,15499.3,16808.44,377675,18073,4.7853,67,5
CAMP-00261,Polarized actuating info-mediaries,Influencer,Product Launch,Google Ads,Mid-Market,South,2023-08-27,2023-10-11,45,47029.93,37102.61,478683,21307,4.4512,403,398
CAMP-00262,Total clear-thinking Internet solution,Webinar,Lead Generation,Facebook,Mid-Market,North,2025-11-23,2025-12-22,29,9619.72,9884.78,323440,14220,4.3965,63,1
CAMP-00263,Reactive client-driven budgetary management,Paid Search,Brand Awareness,LinkedIn,Enterprise,Central,2025-09-13,2025-11-20,68,45087.95,33896.53,473007,14703,3.1084,147,83
CAMP-00264,Seamless holistic help-desk,Email,Brand Awareness,Marketo,SMB,East,2024-11-29,2025-01-03,35,15970.72,13488.06,505370,47853,9.4689,41,8
CAMP-00265,Optional analyzing encoding,Webinar,Brand Awareness,Salesforce,SMB,West,2024-03-07,2024-03-14,7,37180.6,29640.12,208799,4555,2.1815,337,94
CAMP-00266,Reverse-engineered 24/7 emulation,Social Media,Upsell,Facebook,SMB,North,2024-04-18,2024-07-15,88,48510.57,41104.3,1576289,42209,2.6777,217,197
CAMP-00267,Versatile national open system,Email,Product Launch,LinkedIn,SMB,North,2024-11-02,2024-12-20,48,27930.12,19145.67,186700,22793,12.2084,299,156
CAMP-00268,Advanced uniform encryption,Direct Mail,Lead Generation,Facebook,Mid-Market,Central,2023-09-27,2023-12-05,69,18728.05,12023.72,115153,3522,3.0585,34,3
CAMP-00269,Compatible analyzing capacity,Paid Search,Brand Awareness,Facebook,Mid-Market,Central,2026-01-13,2026-01-31,18,13287.15,10989.19,474612,24094,5.0766,137,120
CAMP-00270,Horizontal 6thgeneration functionalities,Trade Show,Product Launch,Google Ads,Mid-Market,North,2024-11-30,2025-01-13,44,6050.68,6018.83,864698,19779,2.2874,236,30
CAMP-00271,Streamlined dynamic frame,Trade Show,Brand Awareness,Twitter,Enterprise,East,2024-08-24,2024-11-16,84,10557.14,8094.0,47383,14665,30.9499,250,130
CAMP-00272,Object-based mission-critical protocol,Webinar,Upsell,HubSpot,Enterprise,Central,2023-12-28,2024-01-29,32,12362.47,11400.11,162565,28091,17.2799,470,307
CAMP-00273,Compatible asynchronous extranet,Social Media,Customer Retention,Marketo,Enterprise,North,2023-12-20,2024-01-04,15,17955.01,12335.88,474708,18793,3.9589,278,243
CAMP-00274,Expanded modular strategy,Webinar,Upsell,LinkedIn,Enterprise,Central,2026-05-31,2026-06-30,30,6550.24,6194.92,132751,14039,10.5754,209,83
CAMP-00275,Multi-channeled directional intranet,Email,Product Launch,Twitter,SMB,South,2025-10-21,2026-01-08,79,43242.11,33647.56,278740,18398,6.6004,351,244
CAMP-00276,Multi-lateral zero-defect neural-net,Webinar,Brand Awareness,HubSpot,SMB,Central,2025-09-26,2025-10-23,27,29828.25,23825.17,228099,14811,6.4932,477,33
CAMP-00277,Streamlined dynamic moderator,Trade Show,Upsell,Salesforce,Enterprise,East,2024-06-23,2024-08-01,39,44488.61,40687.17,176497,22477,12.7351,220,67
CAMP-00278,Intuitive tangible moratorium,Influencer,Customer Retention,Google Ads,Enterprise,East,2026-04-11,2026-05-02,21,2887.1,2592.01,16543,1211,7.3203,174,122
CAMP-00279,Business-focused grid-enabled installation,Direct Mail,Upsell,Salesforce,SMB,North,2025-02-09,2025-04-26,76,29925.32,27883.98,309807,19420,6.2684,148,73
CAMP-00280,Secured mobile focus group,Social Media,Upsell,Facebook,Mid-Market,North,2025-09-18,2025-12-13,86,37678.59,39580.3,497614,38296,7.6959,343,314
CAMP-00281,Devolved multi-state emulation,Social Media,Brand Awareness,LinkedIn,Mid-Market,Central,2023-11-01,2024-01-28,88,35643.95,27597.85,102556,48720,47.5058,266,64
CAMP-00282,Reactive demand-driven capability,Trade Show,Upsell,Google Ads,SMB,Central,2024-07-06,2024-09-10,66,36690.84,33190.58,24558,4948,20.1482,459,339
CAMP-00283,Digitized 5thgeneration encoding,Paid Search,Lead Generation,Salesforce,Mid-Market,West,2024-09-18,2024-11-21,64,44986.33,37386.39,310228,34776,11.2098,474,168
CAMP-00284,Streamlined well-modulated knowledgebase,Direct Mail,Brand Awareness,Marketo,Enterprise,West,2025-09-10,2025-11-10,61,25068.82,25994.47,18910,6968,36.8482,267,200
CAMP-00285,Ameliorated modular alliance,Trade Show,Product Launch,Salesforce,SMB,East,2026-06-16,2026-08-29,74,25387.49,24778.01,69892,5468,7.8235,434,274
CAMP-00286,Reverse-engineered human-resource framework,Influencer,Upsell,Marketo,Enterprise,East,2024-05-29,2024-07-10,42,47290.37,36332.23,1857659,40548,2.1827,5,0
CAMP-00287,Configurable analyzing focus group,Social Media,Brand Awareness,Salesforce,Mid-Market,East,2026-01-29,2026-04-02,63,23666.51,14756.0,641594,27967,4.359,161,37
CAMP-00288,Networked modular adapter,Influencer,Customer Retention,Google Ads,Enterprise,South,2026-02-28,2026-05-26,87,41538.42,31425.5,131321,30553,23.2659,258,10
CAMP-00289,Networked leadingedge analyzer,Influencer,Upsell,Google Ads,SMB,South,2026-03-09,2026-03-18,9,37433.38,24734.81,13477,5331,39.5563,294,123
CAMP-00290,Multi-tiered contextually-based protocol,Email,Upsell,Facebook,SMB,East,2024-04-09,2024-05-25,46,7152.85,7389.39,178519,28057,15.7165,178,31
CAMP-00291,Business-focused stable function,Social Media,Product Launch,LinkedIn,Mid-Market,Central,2024-11-22,2025-02-01,71,36000.35,22369.11,261433,19717,7.5419,167,15
CAMP-00292,Virtual grid-enabled algorithm,Direct Mail,Upsell,Twitter,SMB,West,2023-09-11,2023-11-20,70,10679.26,10452.46,1114161,45333,4.0688,71,56
CAMP-00293,Versatile global firmware,Influencer,Product Launch,LinkedIn,Mid-Market,North,2026-04-30,2026-06-02,33,17984.88,17971.2,359366,21980,6.1163,30,22
CAMP-00294,Reverse-engineered didactic system engine,Trade Show,Brand Awareness,Facebook,Mid-Market,East,2026-01-11,2026-03-16,64,33450.13,21507.57,526805,15789,2.9971,171,98
CAMP-00295,Up-sized regional Internet solution,Trade Show,Brand Awareness,Twitter,Mid-Market,West,2023-09-06,2023-09-25,19,19301.63,13956.04,482875,43355,8.9785,489,347
CAMP-00296,Upgradable user-facing system engine,Email,Customer Retention,Google Ads,Mid-Market,West,2026-03-12,2026-05-16,65,1894.57,1286.8,902245,42708,4.7335,304,215
CAMP-00297,Customer-focused neutral info-mediaries,Email,Lead Generation,HubSpot,SMB,South,2023-10-09,2023-12-21,73,4569.24,4585.78,205381,44858,21.8414,131,17
CAMP-00298,Synergistic executive monitoring,Email,Lead Generation,Google Ads,SMB,Central,2026-06-15,2026-08-02,48,31913.0,22414.7,66435,17506,26.3506,274,153
CAMP-00299,Re-engineered uniform open system,Webinar,Brand Awareness,Salesforce,SMB,East,2024-12-27,2025-03-13,76,560.51,473.75,250650,31990,12.7628,109,1
CAMP-00300,Fundamental cohesive implementation,Paid Search,Brand Awareness,LinkedIn,SMB,South,2025-11-27,2026-01-06,40,31871.12,29902.0,658779,38046,5.7752,232,29
CAMP-00301,Front-line clear-thinking access,Direct Mail,Lead Generation,HubSpot,Enterprise,West,2024-12-31,2025-03-21,80,39965.74,32340.06,1357583,43306,3.1899,205,66
CAMP-00302,Synergized even-keeled artificial intelligence,Paid Search,Lead Generation,Salesforce,SMB,West,2024-06-10,2024-08-20,71,27060.76,27848.18,413291,17769,4.2994,480,314
CAMP-00303,Visionary needs-based frame,Direct Mail,Product Launch,Salesforce,SMB,Central,2026-08-05,2026-09-23,49,27113.06,28370.52,28677,17524,61.1082,69,62
CAMP-00304,Object-based 5thgeneration pricing structure,Paid Search,Brand Awareness,HubSpot,SMB,Central,2024-08-11,2024-09-02,22,39547.39,38708.17,153821,47341,30.7767,429,426
CAMP-00305,Future-proofed stable extranet,Direct Mail,Brand Awareness,Google Ads,Mid-Market,North,2024-06-03,2024-06-18,15,25609.23,17997.48,256886,23636,9.201,240,113
CAMP-00306,Visionary real-time access,Paid Search,Brand Awareness,HubSpot,SMB,South,2025-12-11,2026-02-16,67,22750.6,23085.03,69300,39752,57.3622,48,14
CAMP-00307,Re-contextualized stable Graphic Interface,Email,Brand Awareness,Salesforce,Enterprise,East,2023-12-22,2023-12-31,9,9721.34,6453.59,45371,11035,24.3217,68,44
CAMP-00308,Enhanced leadingedge Local Area Network,Email,Lead Generation,Marketo,SMB,South,2026-02-08,2026-05-04,85,2225.09,2060.85,52450,17698,33.7426,230,118
CAMP-00309,Advanced maximized alliance,Trade Show,Lead Generation,LinkedIn,SMB,South,2023-08-26,2023-11-16,82,42023.85,30931.89,464929,24429,5.2544,289,110
CAMP-00310,Polarized scalable open architecture,Email,Upsell,Marketo,SMB,Central,2026-06-30,2026-09-23,85,15823.54,17047.9,506489,18256,3.6044,472,73
CAMP-00311,Centralized optimal artificial intelligence,Webinar,Customer Retention,Salesforce,Enterprise,West,2024-04-02,2024-06-08,67,7975.66,6339.75,52690,11729,22.2604,130,104
CAMP-00312,Seamless neutral functionalities,Email,Upsell,Salesforce,SMB,East,2024-06-05,2024-07-19,44,1192.44,1211.75,63657,11397,17.9038,355,330
CAMP-00313,Organic contextually-based firmware,Email,Brand Awareness,HubSpot,Mid-Market,South,2026-06-16,2026-06-27,11,10024.74,7932.44,76441,14197,18.5725,220,25
CAMP-00314,Grass-roots empowering methodology,Influencer,Product Launch,Marketo,Enterprise,East,2025-11-23,2026-02-21,90,8906.84,9504.71,227025,22069,9.721,77,4
CAMP-00315,Self-enabling context-sensitive circuit,Paid Search,Lead Generation,LinkedIn,Enterprise,South,2023-12-25,2024-03-14,80,18339.35,14756.48,664863,30564,4.597,278,15
CAMP-00316,Streamlined actuating emulation,Webinar,Lead Generation,Google Ads,Enterprise,South,2026-03-19,2026-04-26,38,7259.79,7823.57,352950,30337,8.5953,288,6
